Sam Pinckney,CAR,WR,6-4,220,10/25/1999 (24),(24),R
Shaq Green-Thompson,CAR,OLB,6-0,230,4/21/1994 (30),(30),10
Shy Tuttle,CAR,DT,6-3,300,10/20/1995 (28),(28),6
Stephen Sullivan,CAR,TE,6-5,245,11/28/1996 (27),(27),3
T.J. Smith,CAR,DT,6-3,300,4/19/1997 (27),(27),1
Tae Davis,CAR,LB,6-0,222,8/14/1996 (27),(27),6
Taylor Moton,CAR,OT,6-5,325,8/14/1994 (29),(29),8
Terrace Marshall Jr.,CAR,WR,6-2,200,6/9/2000 (24),(24),4
Tommy Tremble,CAR,TE,6-4,250,6/2/2000 (24),(24),4
Trevin Wallace,CAR,LB,6-2,244,2/22/2003 (21),(21),R
Troy Hill,CAR,CB,5-10,182,8/29/1991 (32),(32),9
Ulumoo Ale,CAR,DT,6-6,327,5/20/1999 (25),(25),R
Willie Drew,CAR,CB,6-0,185,7/5/2000 (24),(24),R
Xavier Legette,CAR,WR,6-3,227,1/29/2001 (23),(23),R
Xavier Woods,CAR,FS,5-11,200,7/26/1995 (28),(28),8
Yosh Nijman,CAR,OT,6-7,314,1/2/1996 (28),(28),5
